plate_well_id,plate,well,proliferation_score,proliferation_category,prompt,video_path
LT0003_40-00052_01,LT0003_40,52,3.3148,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00052_01.mp4
LT0003_40-00030_01,LT0003_40,30,3.2273,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00030_01.mp4
LT0003_40-00177_01,LT0003_40,177,3.5,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00177_01.mp4
LT0003_40-00095_01,LT0003_40,95,1.6769,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00095_01.mp4
LT0003_40-00096_01,LT0003_40,96,2.375,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00096_01.mp4
LT0003_40-00088_01,LT0003_40,88,2.9623,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00088_01.mp4
LT0003_40-00122_01,LT0003_40,122,2.7442,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00122_01.mp4
LT0003_40-00161_01,LT0003_40,161,2.0,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00161_01.mp4
LT0003_40-00080_01,LT0003_40,80,2.619,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00080_01.mp4
LT0003_40-00310_01,LT0003_40,310,1.8889,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00310_01.mp4
LT0003_40-00105_01,LT0003_40,105,3.25,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00105_01.mp4
LT0003_40-00079_01,LT0003_40,79,1.8,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00079_01.mp4
LT0003_40-00018_01,LT0003_40,18,2.5882,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00018_01.mp4
LT0003_40-00377_01,LT0003_40,377,3.1111,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00377_01.mp4
LT0003_40-00009_01,LT0003_40,9,3.2083,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00009_01.mp4
LT0003_40-00212_01,LT0003_40,212,2.8947,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00212_01.mp4
LT0003_40-00068_01,LT0003_40,68,3.0625,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00068_01.mp4
LT0003_40-00003_01,LT0003_40,3,4.25,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00003_01.mp4
LT0003_40-00337_01,LT0003_40,337,2.5932,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00337_01.mp4
LT0003_40-00299_01,LT0003_40,299,2.8824,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00299_01.mp4
LT0003_40-00078_01,LT0003_40,78,3.7333,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00078_01.mp4
LT0003_40-00145_01,LT0003_40,145,3.6557,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00145_01.mp4
LT0003_40-00237_01,LT0003_40,237,2.4444,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00237_01.mp4
LT0003_40-00366_01,LT0003_40,366,5.9231,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00366_01.mp4
LT0003_40-00320_01,LT0003_40,320,2.8889,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00320_01.mp4
LT0003_40-00127_01,LT0003_40,127,1.6364,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00127_01.mp4
LT0003_40-00223_01,LT0003_40,223,2.0,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00223_01.mp4
LT0003_40-00338_01,LT0003_40,338,2.0833,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00338_01.mp4
LT0003_40-00235_01,LT0003_40,235,2.0909,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00235_01.mp4
LT0003_40-00326_01,LT0003_40,326,2.5745,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00326_01.mp4
LT0003_40-00124_01,LT0003_40,124,1.7778,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00124_01.mp4
LT0003_40-00325_01,LT0003_40,325,2.5185,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00325_01.mp4
LT0003_40-00323_01,LT0003_40,323,3.2642,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00323_01.mp4
LT0003_40-00355_01,LT0003_40,355,3.2766,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00355_01.mp4
LT0003_40-00208_01,LT0003_40,208,4.0,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00208_01.mp4
LT0003_40-00292_01,LT0003_40,292,3.2941,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00292_01.mp4
LT0003_40-00082_01,LT0003_40,82,3.1667,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00082_01.mp4
LT0003_40-00042_01,LT0003_40,42,2.2,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00042_01.mp4
LT0003_40-00130_01,LT0003_40,130,3.4667,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00130_01.mp4
LT0003_40-00381_01,LT0003_40,381,3.4231,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00381_01.mp4
LT0003_40-00133_01,LT0003_40,133,2.5,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00133_01.mp4
LT0003_40-00227_01,LT0003_40,227,3.0556,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00227_01.mp4
LT0003_40-00125_01,LT0003_40,125,1.6429,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00125_01.mp4
LT0003_40-00165_01,LT0003_40,165,1.4,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00165_01.mp4
LT0003_40-00356_01,LT0003_40,356,2.7419,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00356_01.mp4
LT0003_40-00303_01,LT0003_40,303,2.2368,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00303_01.mp4
LT0003_40-00149_01,LT0003_40,149,4.0,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00149_01.mp4
LT0003_40-00311_01,LT0003_40,311,3.425,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00311_01.mp4
LT0003_40-00028_01,LT0003_40,28,3.42,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00028_01.mp4
LT0003_40-00011_01,LT0003_40,11,2.5652,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00011_01.mp4
LT0003_40-00012_01,LT0003_40,12,2.2439,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00012_01.mp4
LT0003_40-00315_01,LT0003_40,315,3.0,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00315_01.mp4
LT0003_40-00246_01,LT0003_40,246,2.75,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00246_01.mp4
LT0003_40-00308_01,LT0003_40,308,4.0,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00308_01.mp4
LT0003_40-00204_01,LT0003_40,204,3.75,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00204_01.mp4
LT0003_40-00270_01,LT0003_40,270,2.0556,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00270_01.mp4
LT0003_40-00306_01,LT0003_40,306,2.7778,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00306_01.mp4
LT0003_40-00242_01,LT0003_40,242,3.2391,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00242_01.mp4
LT0003_40-00262_01,LT0003_40,262,3.129,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00262_01.mp4
LT0003_40-00209_01,LT0003_40,209,1.9524,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00209_01.mp4
LT0003_40-00039_01,LT0003_40,39,2.6441,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00039_01.mp4
LT0003_40-00281_01,LT0003_40,281,3.8889,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00281_01.mp4
LT0003_40-00071_01,LT0003_40,71,3.2903,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00071_01.mp4
LT0003_40-00314_01,LT0003_40,314,2.8525,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00314_01.mp4
LT0003_40-00288_01,LT0003_40,288,1.4444,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00288_01.mp4
LT0003_40-00202_01,LT0003_40,202,2.56,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00202_01.mp4
LT0003_40-00383_01,LT0003_40,383,2.525,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00383_01.mp4
LT0003_40-00023_01,LT0003_40,23,1.5455,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00023_01.mp4
LT0003_40-00089_01,LT0003_40,89,3.3333,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00089_01.mp4
LT0003_40-00345_01,LT0003_40,345,1.8889,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00345_01.mp4
LT0003_40-00001_01,LT0003_40,1,3.1613,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00001_01.mp4
LT0003_40-00365_01,LT0003_40,365,3.0857,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00365_01.mp4
LT0003_40-00153_01,LT0003_40,153,6.375,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00153_01.mp4
LT0003_40-00083_01,LT0003_40,83,3.7778,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00083_01.mp4
LT0003_40-00113_01,LT0003_40,113,1.2,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00113_01.mp4
LT0003_40-00238_01,LT0003_40,238,3.2727,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00238_01.mp4
LT0003_40-00372_01,LT0003_40,372,3.4,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00372_01.mp4
LT0003_40-00207_01,LT0003_40,207,4.4054,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00207_01.mp4
LT0003_40-00093_01,LT0003_40,93,3.381,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00093_01.mp4
LT0003_40-00245_01,LT0003_40,245,2.2105,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00245_01.mp4
LT0003_40-00045_01,LT0003_40,45,2.5143,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00045_01.mp4
LT0003_40-00241_01,LT0003_40,241,4.1628,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00241_01.mp4
LT0003_40-00375_01,LT0003_40,375,4.1395,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00375_01.mp4
LT0003_40-00016_01,LT0003_40,16,4.0,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00016_01.mp4
LT0003_40-00378_01,LT0003_40,378,3.1591,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00378_01.mp4
LT0003_40-00121_01,LT0003_40,121,2.3699,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00121_01.mp4
LT0003_40-00261_01,LT0003_40,261,1.6154,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00261_01.mp4
LT0003_40-00252_01,LT0003_40,252,5.8,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00252_01.mp4
LT0003_40-00271_01,LT0003_40,271,3.1667,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00271_01.mp4
LT0003_40-00379_01,LT0003_40,379,3.1034,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00379_01.mp4
LT0003_40-00195_01,LT0003_40,195,4.05,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00195_01.mp4
LT0003_40-00183_01,LT0003_40,183,3.5,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00183_01.mp4
LT0003_40-00239_01,LT0003_40,239,2.9583,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00239_01.mp4
LT0003_40-00115_01,LT0003_40,115,3.0,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00115_01.mp4
LT0003_40-00106_01,LT0003_40,106,4.1538,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00106_01.mp4
LT0003_40-00268_01,LT0003_40,268,2.6327,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00268_01.mp4
LT0003_40-00253_01,LT0003_40,253,3.9868,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00253_01.mp4
LT0003_40-00236_01,LT0003_40,236,2.7143,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00236_01.mp4
LT0003_40-00371_01,LT0003_40,371,3.4194,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00371_01.mp4
LT0003_40-00362_01,LT0003_40,362,3.7027,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00362_01.mp4
LT0003_40-00087_01,LT0003_40,87,2.0889,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00087_01.mp4
LT0003_40-00282_01,LT0003_40,282,1.8049,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00282_01.mp4
LT0003_40-00256_01,LT0003_40,256,2.2698,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00256_01.mp4
LT0003_40-00348_01,LT0003_40,348,3.8478,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00348_01.mp4
LT0003_40-00194_01,LT0003_40,194,3.75,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00194_01.mp4
LT0003_40-00073_01,LT0003_40,73,2.95,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00073_01.mp4
LT0003_40-00041_01,LT0003_40,41,3.125,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00041_01.mp4
LT0003_40-00103_01,LT0003_40,103,2.4444,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00103_01.mp4
LT0003_40-00352_01,LT0003_40,352,2.506,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00352_01.mp4
LT0003_40-00104_01,LT0003_40,104,2.5455,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00104_01.mp4
LT0003_40-00167_01,LT0003_40,167,2.5556,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00167_01.mp4
LT0003_40-00138_01,LT0003_40,138,2.875,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00138_01.mp4
LT0003_40-00013_01,LT0003_40,13,2.8333,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00013_01.mp4
LT0003_40-00300_01,LT0003_40,300,2.9677,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00300_01.mp4
LT0003_40-00074_01,LT0003_40,74,2.6786,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00074_01.mp4
LT0003_40-00283_01,LT0003_40,283,4.1176,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00283_01.mp4
LT0003_40-00036_01,LT0003_40,36,3.9104,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00036_01.mp4
LT0003_40-00070_01,LT0003_40,70,4.3158,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00070_01.mp4
LT0003_40-00351_01,LT0003_40,351,3.3611,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00351_01.mp4
LT0003_40-00294_01,LT0003_40,294,4.7917,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00294_01.mp4
LT0003_40-00230_01,LT0003_40,230,3.7292,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00230_01.mp4
LT0003_40-00357_01,LT0003_40,357,3.0755,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00357_01.mp4
LT0003_40-00291_01,LT0003_40,291,2.68,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00291_01.mp4
LT0003_40-00143_01,LT0003_40,143,2.871,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00143_01.mp4
LT0003_40-00259_01,LT0003_40,259,2.7692,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00259_01.mp4
LT0003_40-00206_01,LT0003_40,206,4.0714,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00206_01.mp4
LT0003_40-00190_01,LT0003_40,190,2.5,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00190_01.mp4
LT0003_40-00053_01,LT0003_40,53,1.6571,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00053_01.mp4
LT0003_40-00217_01,LT0003_40,217,4.9211,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00217_01.mp4
LT0003_40-00015_01,LT0003_40,15,3.0357,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00015_01.mp4
LT0003_40-00024_01,LT0003_40,24,3.1558,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00024_01.mp4
LT0003_40-00054_01,LT0003_40,54,2.6923,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/LT0003_40/00054_01.mp4
