plate,well_number,well,cell_death_label,migration_speed_label,proliferation_label,cell_death_score,migration_speed_score,proliferation_score,extreme_count,video_path,video_filename,ch5_path,technical_prompt,visual_prompt,proliferation_score_normalized,migration_speed_score_normalized,cell_death_score_normalized
LT0023_11,246,K6,HIGH,LOW,MED,0.105669,-0.138114,-0.55021,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00246_01-cd-HIGH_ms-LOW_pr-MED.mp4,LT0023_11-00246_01-cd-HIGH_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00246_01.ch5,"HeLa time-lapse with MEDIUM proliferation, SLOW migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells occasionally divide, move slowly, and frequently disappear due to cell death.",0.40106300120684957,0.18461386029239216,0.15414282861271336
LT0023_11,247,K7,HIGH,LOW,LOW,0.230513,-0.368209,-2.216876,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00247_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0023_11-00247_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00247_01.ch5,"HeLa time-lapse with LOW proliferation, SLOW migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move slowly, and frequently disappear due to cell death.",0.12880864932819575,0.16012616809947436,0.30080589264946017
LT0023_11,248,K8,HIGH,MED,LOW,0.081834,0.067983,-1.933251,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00248_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0023_11-00248_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00248_01.ch5,"HeLa time-lapse with LOW proliferation, MEDIUM migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move moderately, and frequently disappear due to cell death.",0.17513955219150681,0.2065475828760371,0.1261421707411628
LT0023_11,250,K10,HIGH,LOW,LOW,0.306809,-0.529846,-2.265487,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00250_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0023_11-00250_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00250_01.ch5,"HeLa time-lapse with LOW proliferation, SLOW migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move slowly, and frequently disappear due to cell death.",0.12086791237239707,0.1429240685189243,0.39043619233344695
LT0023_11,251,K11,HIGH,HIGH,LOW,0.14776,1.073003,-1.545379,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00251_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0023_11-00251_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00251_01.ch5,"HeLa time-lapse with LOW proliferation, FAST migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move rapidly, and frequently disappear due to cell death.",0.23849948151860487,0.3135061017822553,0.2035900990331638
LT0023_11,252,K12,HIGH,LOW,LOW,0.066555,-0.269094,-0.814474,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00252_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0023_11-00252_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00252_01.ch5,"HeLa time-lapse with LOW proliferation, SLOW migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move slowly, and frequently disappear due to cell death.",0.3578947695126405,0.17067440952888852,0.10819285034596995
LT0023_11,255,K15,HIGH,MED,LOW,0.048398,0.848901,-2.06203,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00255_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0023_11-00255_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00255_01.ch5,"HeLa time-lapse with LOW proliferation, MEDIUM migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move moderately, and frequently disappear due to cell death.",0.15410315786860038,0.28965621023390675,0.0868625400890476
LT0023_11,258,K18,HIGH,MED,LOW,0.105201,0.657845,-1.827987,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00258_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0023_11-00258_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00258_01.ch5,"HeLa time-lapse with LOW proliferation, MEDIUM migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move moderately, and frequently disappear due to cell death.",0.19233470832726204,0.26932321508142576,0.15359303595972887
LT0023_11,259,K19,HIGH,LOW,LOW,0.059456,-0.697019,-2.046737,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00259_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0023_11-00259_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00259_01.ch5,"HeLa time-lapse with LOW proliferation, SLOW migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move slowly, and frequently disappear due to cell death.",0.15660131034982958,0.12513280418477254,0.0998531536717456
LT0023_11,260,K20,HIGH,MED,LOW,0.154332,0.515904,-1.784509,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00260_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0023_11-00260_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00260_01.ch5,"HeLa time-lapse with LOW proliferation, MEDIUM migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move moderately, and frequently disappear due to cell death.",0.1994369559947492,0.25421724790458594,0.21131069158746757
LT0023_11,261,K21,HIGH,LOW,MED,0.089202,-0.214652,-0.507987,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00261_01-cd-HIGH_ms-LOW_pr-MED.mp4,LT0023_11-00261_01-cd-HIGH_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00261_01.ch5,"HeLa time-lapse with MEDIUM proliferation, SLOW migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells occasionally divide, move slowly, and frequently disappear due to cell death.",0.407960241265369,0.17646835958589466,0.13479788071379065
LT0023_11,262,K22,HIGH,HIGH,LOW,0.185638,2.561731,-2.21034,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00262_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0023_11-00262_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00262_01.ch5,"HeLa time-lapse with LOW proliferation, FAST migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move rapidly, and frequently disappear due to cell death.",0.12987632242159233,0.4719428910344259,0.24808806080612764
LT0023_11,263,K23,HIGH,LOW,LOW,0.153024,-0.162121,-1.827987,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00263_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0023_11-00263_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00263_01.ch5,"HeLa time-lapse with LOW proliferation, SLOW migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move slowly, and frequently disappear due to cell death.",0.19233470832726204,0.18205893286469763,0.20977409160861343
LT0023_11,264,K24,HIGH,MED,LOW,0.088481,0.19765,-1.241781,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00264_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0023_11-00264_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00264_01.ch5,"HeLa time-lapse with LOW proliferation, MEDIUM migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move moderately, and frequently disappear due to cell death.",0.28809302738901654,0.2203472985742447,0.1339508710924192
LT0023_11,266,L2,MED,HIGH,LOW,0.008201,1.578229,-2.222724,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00266_01-cd-MED_ms-HIGH_pr-LOW.mp4,LT0023_11-00266_01-cd-MED_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00266_01.ch5,"HeLa time-lapse with LOW proliferation, FAST migration, and MEDIUM cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move rapidly, and occasionally disappear due to cell death.",0.12785336287620938,0.3672744095501734,0.039640285234308
LT0023_11,267,L3,HIGH,HIGH,LOW,0.051061,1.435471,-0.87927,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00267_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0023_11-00267_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00267_01.ch5,"HeLa time-lapse with LOW proliferation, FAST migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move rapidly, and frequently disappear due to cell death.",0.347310169488203,0.35208149374549896,0.08999095426617953
LT0023_11,269,L5,HIGH,HIGH,LOW,0.096747,1.239175,-0.886811,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00269_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0023_11-00269_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00269_01.ch5,"HeLa time-lapse with LOW proliferation, FAST migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move rapidly, and frequently disappear due to cell death.",0.34607832695495583,0.33119083542306255,0.14366152508722674
LT0023_11,270,L6,HIGH,HIGH,LOW,0.186038,3.006526,-2.452987,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00270_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0023_11-00270_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00270_01.ch5,"HeLa time-lapse with LOW proliferation, FAST migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move rapidly, and frequently disappear due to cell death.",0.09023928553459779,0.5192798737978448,0.24855796905654176
LT0023_11,271,L7,HIGH,LOW,LOW,0.081379,-0.088304,-1.923226,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00271_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0023_11-00271_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00271_01.ch5,"HeLa time-lapse with LOW proliferation, SLOW migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move slowly, and frequently disappear due to cell death.",0.17677716277310113,0.1899148531350408,0.12560765010631675
LT0023_11,273,L9,MED,LOW,LOW,0.024559,-0.122055,-0.869654,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00273_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0023_11-00273_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00273_01.ch5,"HeLa time-lapse with LOW proliferation, SLOW migration, and MEDIUM cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move slowly, and occasionally disappear due to cell death.",0.34888096882512176,0.18632292762947497,0.0588571831349929
LT0023_11,274,L10,HIGH,LOW,LOW,0.366377,-0.266179,-2.63568,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00274_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0023_11-00274_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00274_01.ch5,"HeLa time-lapse with LOW proliferation, SLOW migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move slowly, and frequently disappear due to cell death.",0.06039589501258144,0.17098463627324348,0.4604149289851157
LT0023_11,275,L11,HIGH,LOW,LOW,0.161496,-0.641295,-2.058757,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00275_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0023_11-00275_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00275_01.ch5,"HeLa time-lapse with LOW proliferation, SLOW migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move slowly, and frequently disappear due to cell death.",0.15463781117868103,0.13106319015473344,0.21972674835238423
LT0023_11,276,L12,HIGH,LOW,LOW,0.052522,-0.283257,-1.980161,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00276_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0023_11-00276_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00276_01.ch5,"HeLa time-lapse with LOW proliferation, SLOW migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move slowly, and frequently disappear due to cell death.",0.1674766781383806,0.16916712260597278,0.09170729415081705
LT0023_11,280,L16,HIGH,LOW,LOW,0.202277,-0.107967,-2.383543,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00280_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0023_11-00280_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00280_01.ch5,"HeLa time-lapse with LOW proliferation, SLOW migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move slowly, and frequently disappear due to cell death.",0.10158314879925981,0.18782223273221005,0.26763506925272845
LT0023_11,281,L17,HIGH,HIGH,LOW,0.080687,1.987832,-2.26277,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00281_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0023_11-00281_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00281_01.ch5,"HeLa time-lapse with LOW proliferation, FAST migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move rapidly, and frequently disappear due to cell death.",0.12131174159436128,0.41086610943628876,0.12479470883310033
LT0023_11,285,L21,HIGH,MED,LOW,0.100792,0.101996,-0.863702,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00285_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0023_11-00285_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00285_01.ch5,"HeLa time-lapse with LOW proliferation, MEDIUM migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move moderately, and frequently disappear due to cell death.",0.3498532439554609,0.21016739154010072,0.14841347226953938
LT0023_11,286,L22,HIGH,MED,LOW,0.05767,0.407793,-1.55021,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00286_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0023_11-00286_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00286_01.ch5,"HeLa time-lapse with LOW proliferation, MEDIUM migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move moderately, and frequently disappear due to cell death.",0.23771032473858666,0.24271161375056896,0.09775501333364661
LT0023_11,287,L23,MED,LOW,LOW,0.021678,-0.272129,-1.702987,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00287_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0023_11-00287_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00287_01.ch5,"HeLa time-lapse with LOW proliferation, SLOW migration, and MEDIUM cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move slowly, and occasionally disappear due to cell death.",0.21275379288579488,0.17035141187224448,0.055472668961385294
LT0023_11,288,L24,HIGH,MED,LOW,0.129746,0.006894,-1.267012,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00288_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0023_11-00288_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00288_01.ch5,"HeLa time-lapse with LOW proliferation, MEDIUM migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move moderately, and frequently disappear due to cell death.",0.28397147600904576,0.2000462307024864,0.1824277809757645
LT0023_11,290,M2,HIGH,MED,LOW,0.384103,0.702277,-3.005407,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00290_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0023_11-00290_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00290_01.ch5,"HeLa time-lapse with LOW proliferation, MEDIUM migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move moderately, and frequently disappear due to cell death.",0.0,0.27405185820498656,0.4812389131022169
LT0023_11,292,M4,LOW,LOW,MED,-0.009828,-0.248449,-0.552125,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00292_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0023_11-00292_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00292_01.ch5,"HeLa time-lapse with MEDIUM proliferation, SLOW migration, and LOW cell death.","Time-lapse microscopy video of multiple cells. The cells occasionally divide, move slowly, and rarely disappear due to cell death.",0.4007501808314128,0.17287153856395138,0.01846034561751818
LT0023_11,293,M5,HIGH,MED,LOW,0.055481,0.654153,-0.694654,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00293_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0023_11-00293_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00293_01.ch5,"HeLa time-lapse with LOW proliferation, MEDIUM migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move moderately, and frequently disappear due to cell death.",0.3774676872070678,0.2689302966799992,0.09518344043325541
LT0023_11,294,M6,HIGH,HIGH,LOW,0.217256,2.125187,-2.542273,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00294_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0023_11-00294_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00294_01.ch5,"HeLa time-lapse with LOW proliferation, FAST migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move rapidly, and frequently disappear due to cell death.",0.07565417846345247,0.4254840149151485,0.2852319584601107
LT0023_11,296,M8,HIGH,LOW,LOW,0.051772,-0.400959,-1.613702,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00296_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0023_11-00296_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00296_01.ch5,"HeLa time-lapse with LOW proliferation, SLOW migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move slowly, and frequently disappear due to cell death.",0.22733873660426374,0.15664077328725304,0.09082621618129061
LT0023_11,297,M9,HIGH,LOW,LOW,0.128564,-0.344031,-1.366449,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00297_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0023_11-00297_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00297_01.ch5,"HeLa time-lapse with LOW proliferation, SLOW migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move slowly, and frequently disappear due to cell death.",0.2677281759190711,0.1626992940771808,0.18103920209579083
LT0023_11,298,M10,HIGH,HIGH,MED,0.046779,0.918269,-0.304178,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00298_01-cd-HIGH_ms-HIGH_pr-MED.mp4,LT0023_11-00298_01-cd-HIGH_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00298_01.ch5,"HeLa time-lapse with MEDIUM proliferation, FAST migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells occasionally divide, move rapidly, and frequently disappear due to cell death.",0.4412529869036892,0.2970386489311332,0.08496058644549652
LT0023_11,299,M11,HIGH,MED,LOW,0.112403,0.771687,-1.239752,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00299_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0023_11-00299_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00299_01.ch5,"HeLa time-lapse with LOW proliferation, MEDIUM migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move moderately, and frequently disappear due to cell death.",0.28842446996957066,0.2814387667215142,0.16205373400843487
LT0023_11,300,M12,HIGH,HIGH,LOW,0.146985,1.462415,-1.945635,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00300_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0023_11-00300_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00300_01.ch5,"HeLa time-lapse with LOW proliferation, FAST migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move rapidly, and frequently disappear due to cell death.",0.17311659264612383,0.3549489892514681,0.20267965179798647
LT0023_11,301,M13,HIGH,MED,LOW,0.264223,0.532681,-1.891279,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00301_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0023_11-00301_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00301_01.ch5,"HeLa time-lapse with LOW proliferation, MEDIUM migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move moderately, and frequently disappear due to cell death.",0.18199579072823274,0.25600272786686495,0.34040741045310907
LT0023_11,303,M15,HIGH,HIGH,MED,0.063914,1.163404,-0.527987,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00303_01-cd-HIGH_ms-HIGH_pr-MED.mp4,LT0023_11-00303_01-cd-HIGH_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00303_01.ch5,"HeLa time-lapse with MEDIUM proliferation, FAST migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells occasionally divide, move rapidly, and frequently disappear due to cell death.",0.40469318773600377,0.32312696213094594,0.10509028112261082
LT0023_11,304,M16,MED,LOW,LOW,0.021993,-0.343249,-0.677987,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00304_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0023_11-00304_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00304_01.ch5,"HeLa time-lapse with LOW proliferation, SLOW migration, and MEDIUM cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move slowly, and occasionally disappear due to cell death.",0.38019028626576434,0.1627825178555978,0.055842721708586396
LT0023_11,308,M20,HIGH,MED,LOW,0.150074,0.820851,-2.244654,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00308_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0023_11-00308_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00308_01.ch5,"HeLa time-lapse with LOW proliferation, MEDIUM migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move moderately, and frequently disappear due to cell death.",0.12427103868126034,0.28667100948634006,0.20630851826180943
LT0023_11,309,M21,HIGH,LOW,LOW,0.12113,-0.109272,-1.202987,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00309_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0023_11-00309_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00309_01.ch5,"HeLa time-lapse with LOW proliferation, SLOW migration, and HIGH cell death.","Time-lapse microscopy video of multiple cells. The cells rarely divide, move slowly, and frequently disappear due to cell death.",0.29443013111992633,0.18768334906106657,0.17230595726184464
