plate,well_number,well,cell_death_label,migration_speed_label,proliferation_label,cell_death_score,migration_speed_score,proliferation_score,extreme_count,video_path,video_filename,ch5_path,initial_cell_count,initial_cell_count_label
LT0007_08,187,H19,MED,HIGH,LOW,0.026882,5.34798,-0.93417,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00187_01-cd-MED_ms-HIGH_pr-LOW.mp4,LT0007_08-00187_01-cd-MED_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00187_01.ch5,51,MED
LT0007_08,188,H20,LOW,HIGH,MED,-0.006915,1.564338,-0.328384,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00188_01-cd-LOW_ms-HIGH_pr-MED.mp4,LT0007_08-00188_01-cd-LOW_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00188_01.ch5,62,MED
LT0007_08,190,H22,LOW,LOW,MED,-0.00188,-0.239496,-0.301492,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00190_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0007_08-00190_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00190_01.ch5,98,MED
LT0007_08,198,I6,HIGH,MED,LOW,0.178072,0.316373,-1.19488,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00198_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0007_08-00198_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00198_01.ch5,54,MED
LT0007_08,209,I17,HIGH,LOW,MED,0.170546,-0.38831,-0.458038,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00209_01-cd-HIGH_ms-LOW_pr-MED.mp4,LT0007_08-00209_01-cd-HIGH_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00209_01.ch5,49,MED
LT0007_08,211,I19,HIGH,HIGH,MED,0.078017,1.275235,0.607226,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00211_01-cd-HIGH_ms-HIGH_pr-MED.mp4,LT0007_08-00211_01-cd-HIGH_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00211_01.ch5,40,LOW
LT0007_08,215,I23,LOW,LOW,MED,-0.003707,-0.396964,-0.389138,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00215_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0007_08-00215_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00215_01.ch5,72,MED
LT0007_08,218,J2,LOW,MED,HIGH,-0.004697,0.097416,0.795374,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00218_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0007_08-00218_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00218_01.ch5,51,MED
LT0007_08,226,J10,MED,LOW,LOW,0.02246,-0.08443,-0.686108,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00226_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0007_08-00226_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00226_01.ch5,48,MED
LT0007_08,228,J12,LOW,LOW,MED,-0.003914,-0.16453,-0.296171,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00228_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0007_08-00228_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00228_01.ch5,74,MED
LT0007_08,233,J17,HIGH,MED,LOW,0.08238,0.88432,-1.122005,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00233_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0007_08-00233_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00233_01.ch5,45,MED
LT0007_08,234,J18,HIGH,HIGH,LOW,0.080187,2.087754,-0.790274,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00234_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0007_08-00234_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00234_01.ch5,44,LOW
LT0007_08,235,J19,HIGH,HIGH,LOW,0.051091,1.944439,-1.302774,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00235_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0007_08-00235_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00235_01.ch5,29,LOW
LT0007_08,236,J20,HIGH,MED,LOW,0.051671,0.436744,-1.036985,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00236_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0007_08-00236_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00236_01.ch5,51,MED
LT0007_08,240,J24,MED,LOW,LOW,0.015792,-0.420641,-0.706941,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00240_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0007_08-00240_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00240_01.ch5,63,MED
LT0007_08,244,K4,MED,LOW,LOW,0.026928,-0.170822,-0.81706,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00244_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0007_08-00244_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00244_01.ch5,54,MED
LT0007_08,245,K5,MED,HIGH,LOW,0.028514,1.20581,-0.831035,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00245_01-cd-MED_ms-HIGH_pr-LOW.mp4,LT0007_08-00245_01-cd-MED_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00245_01.ch5,47,MED
LT0007_08,246,K6,HIGH,HIGH,LOW,0.081769,1.021325,-0.931722,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00246_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0007_08-00246_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00246_01.ch5,59,MED
LT0007_08,250,K10,MED,LOW,LOW,0.01225,-0.34192,-0.919441,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00250_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0007_08-00250_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00250_01.ch5,66,MED
LT0007_08,251,K11,MED,LOW,LOW,0.027767,-0.16456,-0.767409,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00251_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0007_08-00251_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00251_01.ch5,64,MED
LT0007_08,257,K17,HIGH,HIGH,LOW,0.179708,1.599976,-1.111395,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00257_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0007_08-00257_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00257_01.ch5,41,LOW
LT0007_08,259,K19,HIGH,MED,LOW,0.201266,0.686218,-1.134024,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00259_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0007_08-00259_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00259_01.ch5,45,MED
LT0007_08,264,K24,MED,LOW,LOW,0.02739,-0.222635,-0.795082,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00264_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0007_08-00264_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00264_01.ch5,72,MED
LT0007_08,266,L2,MED,LOW,LOW,0.008617,-0.387898,-0.870016,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00266_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0007_08-00266_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00266_01.ch5,77,MED
LT0007_08,268,L4,HIGH,MED,LOW,0.079417,-0.027922,-1.19488,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00268_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0007_08-00268_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00268_01.ch5,64,MED
LT0007_08,269,L5,HIGH,HIGH,LOW,0.109747,1.001391,-0.891236,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00269_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0007_08-00269_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00269_01.ch5,56,MED
LT0007_08,271,L7,HIGH,HIGH,LOW,0.150968,1.294228,-0.716411,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00271_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0007_08-00271_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00271_01.ch5,46,MED
LT0007_08,272,L8,HIGH,LOW,MED,0.047371,-0.248422,-0.662298,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00272_01-cd-HIGH_ms-LOW_pr-MED.mp4,LT0007_08-00272_01-cd-HIGH_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00272_01.ch5,63,MED
LT0007_08,273,L9,HIGH,HIGH,MED,0.05876,1.01557,0.294284,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00273_01-cd-HIGH_ms-HIGH_pr-MED.mp4,LT0007_08-00273_01-cd-HIGH_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00273_01.ch5,52,MED
LT0007_08,279,L15,MED,LOW,LOW,0.008257,-0.28799,-0.852774,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00279_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0007_08-00279_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00279_01.ch5,30,LOW
LT0007_08,281,L17,HIGH,LOW,MED,0.086521,-0.090299,-0.186108,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00281_01-cd-HIGH_ms-LOW_pr-MED.mp4,LT0007_08-00281_01-cd-HIGH_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00281_01.ch5,121,HIGH
LT0007_08,282,L18,HIGH,MED,LOW,0.082372,0.033486,-0.852774,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00282_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0007_08-00282_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00282_01.ch5,63,MED
LT0007_08,285,L21,HIGH,HIGH,MED,0.053844,1.890629,-0.66706,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00285_01-cd-HIGH_ms-HIGH_pr-MED.mp4,LT0007_08-00285_01-cd-HIGH_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00285_01.ch5,50,MED
LT0007_08,286,L22,HIGH,HIGH,MED,0.046248,1.091502,0.157864,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00286_01-cd-HIGH_ms-HIGH_pr-MED.mp4,LT0007_08-00286_01-cd-HIGH_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00286_01.ch5,62,MED
LT0007_08,290,M2,HIGH,HIGH,LOW,0.302027,1.692038,-1.167589,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00290_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0007_08-00290_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00290_01.ch5,43,LOW
LT0007_08,293,M5,HIGH,MED,LOW,0.051035,0.498834,-1.11748,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00293_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0007_08-00293_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00293_01.ch5,79,MED
LT0007_08,294,M6,HIGH,HIGH,LOW,0.162832,1.268877,-1.574997,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00294_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0007_08-00294_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00294_01.ch5,50,MED
LT0007_08,301,M13,HIGH,HIGH,LOW,0.486929,1.193842,-1.502774,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00301_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0007_08-00301_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00301_01.ch5,46,MED
LT0007_08,305,M17,HIGH,LOW,LOW,0.084954,-0.180692,-0.819441,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00305_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0007_08-00305_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00305_01.ch5,47,MED
LT0007_08,306,M18,HIGH,HIGH,LOW,0.252959,1.525125,-1.352774,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00306_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0007_08-00306_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00306_01.ch5,47,MED
LT0007_08,307,M19,HIGH,HIGH,MED,0.103209,1.27341,-0.389811,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00307_01-cd-HIGH_ms-HIGH_pr-MED.mp4,LT0007_08-00307_01-cd-HIGH_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00307_01.ch5,50,MED
LT0007_08,308,M20,HIGH,MED,LOW,0.120697,0.519212,-1.202774,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00308_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0007_08-00308_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00308_01.ch5,58,MED
LT0007_08,309,M21,MED,LOW,LOW,0.021977,-0.07626,-0.686108,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00309_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0007_08-00309_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00309_01.ch5,56,MED
LT0007_08,311,M23,HIGH,LOW,LOW,0.123607,-0.414287,-0.92174,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00311_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0007_08-00311_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00311_01.ch5,79,MED
LT0007_08,316,N4,HIGH,LOW,LOW,0.177462,-0.093378,-1.204626,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00316_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0007_08-00316_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00316_01.ch5,53,MED
LT0007_08,322,N10,HIGH,MED,LOW,0.069532,0.612718,-0.938981,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00322_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0007_08-00322_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00322_01.ch5,52,MED
LT0007_08,324,N12,HIGH,MED,LOW,0.089306,0.016389,-0.734593,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00324_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0007_08-00324_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00324_01.ch5,86,MED
LT0007_08,329,N17,HIGH,HIGH,MED,0.127406,1.193399,-0.670956,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00329_01-cd-HIGH_ms-HIGH_pr-MED.mp4,LT0007_08-00329_01-cd-HIGH_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00329_01.ch5,55,MED
LT0007_08,330,N18,HIGH,LOW,LOW,0.130853,-0.993208,-1.519441,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00330_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0007_08-00330_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00330_01.ch5,51,MED
LT0007_08,332,N20,MED,LOW,LOW,0.007529,-0.231155,-0.986108,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00332_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0007_08-00332_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00332_01.ch5,34,LOW
LT0007_08,338,O2,HIGH,LOW,LOW,0.406876,-0.134363,-1.602774,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00338_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0007_08-00338_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00338_01.ch5,48,MED
LT0007_08,341,O5,HIGH,MED,HIGH,0.060238,0.854782,1.031841,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00341_01-cd-HIGH_ms-MED_pr-HIGH.mp4,LT0007_08-00341_01-cd-HIGH_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00341_01.ch5,36,LOW
LT0007_08,343,O7,HIGH,LOW,LOW,0.068848,-0.689693,-1.047219,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00343_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0007_08-00343_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00343_01.ch5,46,MED
LT0007_08,344,O8,HIGH,MED,LOW,0.119439,0.374266,-1.034593,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00344_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0007_08-00344_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00344_01.ch5,59,MED
LT0007_08,354,O18,MED,HIGH,HIGH,0.021001,0.914393,0.864617,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00354_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0007_08-00354_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00354_01.ch5,54,MED
LT0007_08,360,O24,MED,HIGH,LOW,0.029226,1.873969,-1.080047,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00360_01-cd-MED_ms-HIGH_pr-LOW.mp4,LT0007_08-00360_01-cd-MED_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00360_01.ch5,65,MED
LT0007_08,364,P4,MED,HIGH,HIGH,0.016404,2.068905,0.772226,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00364_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0007_08-00364_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00364_01.ch5,54,MED
LT0007_08,366,P6,LOW,MED,HIGH,-0.002946,0.002816,1.13294,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00366_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0007_08-00366_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00366_01.ch5,48,MED
LT0007_08,379,P19,HIGH,HIGH,MED,0.046771,1.667042,-0.37909,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00379_01-cd-HIGH_ms-HIGH_pr-MED.mp4,LT0007_08-00379_01-cd-HIGH_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00379_01.ch5,51,MED
LT0007_08,381,P21,HIGH,LOW,MED,0.120825,-0.112888,-0.492774,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0007_08-00381_01-cd-HIGH_ms-LOW_pr-MED.mp4,LT0007_08-00381_01-cd-HIGH_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0007_08--ex2005_07_06--sp2005_03_24--tt19--c3/hdf5/00381_01.ch5,51,MED
LT0014_12,1,A1,MED,HIGH,LOW,0.02785,1.2717,-0.740806,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0014_12-00001_01-cd-MED_ms-HIGH_pr-LOW.mp4,LT0014_12-00001_01-cd-MED_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0014_12--ex2005_05_27--sp2005_04_11--tt18--c4/hdf5/00001_01.ch5,147,HIGH
LT0014_12,4,A4,HIGH,HIGH,LOW,0.137824,2.388748,-0.991969,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0014_12-00004_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0014_12-00004_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0014_12--ex2005_05_27--sp2005_04_11--tt18--c4/hdf5/00004_01.ch5,66,MED
LT0014_12,6,A6,MED,HIGH,HIGH,0.019175,1.324303,1.163586,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0014_12-00006_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0014_12-00006_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0014_12--ex2005_05_27--sp2005_04_11--tt18--c4/hdf5/00006_01.ch5,60,MED
LT0014_12,7,A7,MED,HIGH,HIGH,0.007351,1.474037,0.666854,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0014_12-00007_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0014_12-00007_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0014_12--ex2005_05_27--sp2005_04_11--tt18--c4/hdf5/00007_01.ch5,77,MED
