Plate,Well,Plate_Well,well_number,cell_death,migration_speed,proliferation,Has Phenotype,cell_death_label,migration_speed_label,proliferation_label,extreme_count
LT0013_38,O18,LT0013_38_O18,354,-0.006065,1.521522,-0.343755,yes,LOW,HIGH,MED,2
LT0013_38,O23,LT0013_38_O23,359,0.01204,-0.355754,-0.739076,yes,MED,LOW,LOW,2
LT0013_38,O24,LT0013_38_O24,360,-0.003674,-0.191223,-0.464081,,LOW,LOW,MED,2
LT0013_38,P8,LT0013_38_P8,368,0.003761,0.984134,0.694574,,MED,HIGH,HIGH,2
LT0013_38,P19,LT0013_38_P19,379,-0.001837,0.876392,0.970641,,LOW,MED,HIGH,2
LT0013_38,P22,LT0013_38_P22,382,-0.005017,0.198557,0.782886,,LOW,MED,HIGH,2
LT0013_38,P24,LT0013_38_P24,384,0.129341,-0.355526,-1.065126,yes,HIGH,LOW,LOW,3
LT0013_42,A2,LT0013_42_A2,2,-0.002131,-0.138654,-0.111454,,LOW,LOW,MED,2
LT0013_42,A22,LT0013_42_A22,22,0.025862,2.668829,-0.906009,yes,MED,HIGH,LOW,2
LT0013_42,A23,LT0013_42_A23,23,-0.001715,1.208994,0.056021,,LOW,HIGH,MED,2
LT0013_42,A24,LT0013_42_A24,24,-0.002375,-0.130561,0.134786,,LOW,LOW,MED,2
LT0013_42,B9,LT0013_42_B9,33,0.015778,-0.21301,-0.798954,,MED,LOW,LOW,2
LT0013_42,C1,LT0013_42_C1,49,0.084182,0.619622,-0.958229,,HIGH,MED,LOW,2
LT0013_42,C3,LT0013_42_C3,51,-0.00304,1.088537,0.017856,,LOW,HIGH,MED,2
LT0013_42,C4,LT0013_42_C4,52,0.019587,2.450271,-0.861454,,MED,HIGH,LOW,2
LT0013_42,C14,LT0013_42_C14,62,0.164503,1.053295,-0.338199,,HIGH,HIGH,MED,2
LT0013_42,D8,LT0013_42_D8,80,-0.002713,-0.449741,-0.028121,,LOW,LOW,MED,2
LT0013_42,D14,LT0013_42_D14,86,-0.002084,1.348857,0.52985,,LOW,HIGH,MED,2
LT0013_42,D21,LT0013_42_D21,93,-0.00801,-0.186986,0.347636,,LOW,LOW,MED,2
LT0013_42,E9,LT0013_42_E9,105,0.007821,-0.220938,-0.761454,,MED,LOW,LOW,2
LT0013_42,E11,LT0013_42_E11,107,0.32586,0.298807,-1.225652,yes,HIGH,MED,LOW,2
LT0013_42,E16,LT0013_42_E16,112,0.072535,-0.044632,-0.702364,,HIGH,MED,LOW,2
LT0013_42,E21,LT0013_42_E21,117,-0.008734,-0.250717,-0.136102,,LOW,LOW,MED,2
LT0013_42,F7,LT0013_42_F7,127,0.088,-0.229022,-1.27574,,HIGH,LOW,LOW,3
LT0013_42,G1,LT0013_42_G1,145,0.052208,1.535538,-0.312674,,HIGH,HIGH,MED,2
LT0013_42,G2,LT0013_42_G2,146,0.183031,1.316575,-0.448411,,HIGH,HIGH,MED,2
LT0013_42,G17,LT0013_42_G17,161,0.062916,-0.36725,-0.824417,yes,HIGH,LOW,LOW,3
LT0013_42,H4,LT0013_42_H4,172,0.053625,-0.314843,-0.361454,,HIGH,LOW,MED,2
LT0013_42,H7,LT0013_42_H7,175,0.046634,-0.407994,-0.273219,yes,HIGH,LOW,MED,2
LT0013_42,H16,LT0013_42_H16,184,-0.003503,-0.122689,0.484699,,LOW,LOW,MED,2
LT0013_42,H21,LT0013_42_H21,189,0.060039,-0.206586,0.009974,,HIGH,LOW,MED,2
LT0013_42,I2,LT0013_42_I2,194,0.053419,-0.076155,-0.165026,,HIGH,LOW,MED,2
LT0013_42,I4,LT0013_42_I4,196,0.048377,1.145613,0.256193,,HIGH,HIGH,MED,2
LT0013_42,I7,LT0013_42_I7,199,0.200314,-0.195758,-1.240242,,HIGH,LOW,LOW,3
LT0013_42,I16,LT0013_42_I16,208,0.063074,-0.424146,-0.228121,,HIGH,LOW,MED,2
LT0013_42,I19,LT0013_42_I19,211,0.053084,0.021768,-0.727308,,HIGH,MED,LOW,2
LT0013_42,I21,LT0013_42_I21,213,0.047722,-0.806776,-0.139232,,HIGH,LOW,MED,2
LT0013_42,J8,LT0013_42_J8,224,0.254276,0.08126,-0.932883,,HIGH,MED,LOW,2
LT0013_42,J15,LT0013_42_J15,231,0.0939,-0.681537,-0.861454,,HIGH,LOW,LOW,3
LT0013_42,J16,LT0013_42_J16,232,0.247848,-0.08987,-0.874968,yes,HIGH,LOW,LOW,3
LT0013_42,J22,LT0013_42_J22,238,0.084636,-0.177235,-0.302631,,HIGH,LOW,MED,2
LT0013_42,K4,LT0013_42_K4,244,-0.003232,-0.491308,-0.101454,,LOW,LOW,MED,2
LT0013_42,K5,LT0013_42_K5,245,0.101542,0.356525,-0.861454,,HIGH,MED,LOW,2
LT0013_42,K11,LT0013_42_K11,251,-0.005161,-0.20345,0.247241,,LOW,LOW,MED,2
LT0013_42,K18,LT0013_42_K18,258,0.203861,-0.076942,-0.520545,,HIGH,LOW,MED,2
LT0013_42,K19,LT0013_42_K19,259,0.070549,1.282667,-0.20356,,HIGH,HIGH,MED,2
LT0013_42,L8,LT0013_42_L8,272,0.093838,0.343682,-1.129312,,HIGH,MED,LOW,2
LT0013_42,L21,LT0013_42_L21,285,0.074643,1.945423,-0.361454,yes,HIGH,HIGH,MED,2
LT0013_42,M2,LT0013_42_M2,290,0.35026,0.591543,-1.57574,,HIGH,MED,LOW,2
LT0013_42,M13,LT0013_42_M13,301,0.609597,3.86484,-1.785697,,HIGH,HIGH,LOW,3
LT0013_42,N16,LT0013_42_N16,328,0.201481,-0.029528,-1.038874,yes,HIGH,MED,LOW,2
LT0013_42,N18,LT0013_42_N18,330,0.079306,0.30367,-0.73102,yes,HIGH,MED,LOW,2
LT0013_42,O2,LT0013_42_O2,338,0.319455,0.377615,-1.441454,,HIGH,MED,LOW,2
LT0013_42,O13,LT0013_42_O13,349,0.319057,0.481429,-1.300848,,HIGH,MED,LOW,2
LT0013_42,O17,LT0013_42_O17,353,-0.00313,-0.168899,-0.361454,,LOW,LOW,MED,2
LT0014_01,A4,LT0014_01_A4,4,0.109542,2.000839,-0.863715,,HIGH,HIGH,LOW,3
LT0014_01,B22,LT0014_01_B22,46,0.053965,0.917423,0.06611,,HIGH,HIGH,MED,2
LT0014_01,C1,LT0014_01_C1,49,0.037999,1.309685,-0.87934,,MED,HIGH,LOW,2
LT0014_01,C4,LT0014_01_C4,52,0.172895,1.087189,-0.909868,,HIGH,HIGH,LOW,3
LT0014_01,D11,LT0014_01_D11,83,0.019474,1.316502,0.675679,,MED,HIGH,HIGH,2
LT0014_01,D22,LT0014_01_D22,94,0.055805,3.736826,-0.240059,yes,HIGH,HIGH,MED,2
LT0014_01,E13,LT0014_01_E13,109,0.015172,1.290772,0.650571,,MED,HIGH,HIGH,2
LT0014_01,E15,LT0014_01_E15,111,-0.003126,0.696002,0.698785,,LOW,MED,HIGH,2
LT0014_01,F21,LT0014_01_F21,141,0.012903,0.901651,0.736285,,MED,HIGH,HIGH,2
LT0014_01,G13,LT0014_01_G13,157,0.033725,1.039758,0.767864,,MED,HIGH,HIGH,2
LT0014_01,H8,LT0014_01_H8,176,0.032818,0.976604,1.050079,,MED,HIGH,HIGH,2
LT0014_01,H10,LT0014_01_H10,178,0.009111,-0.083393,0.764857,,MED,LOW,HIGH,2
LT0014_01,I5,LT0014_01_I5,197,0.463179,0.260559,-0.911334,,HIGH,MED,LOW,2
LT0014_01,I20,LT0014_01_I20,212,0.012428,1.222556,0.939857,,MED,HIGH,HIGH,2
LT0014_01,J6,LT0014_01_J6,222,0.059694,2.45484,0.569619,yes,HIGH,HIGH,MED,2
LT0014_01,J16,LT0014_01_J16,232,0.060769,-0.073609,-0.372805,,HIGH,LOW,MED,2
LT0014_01,K4,LT0014_01_K4,244,0.011693,0.97313,0.908215,,MED,HIGH,HIGH,2
LT0014_01,K16,LT0014_01_K16,256,0.062025,1.153589,-0.289944,yes,HIGH,HIGH,MED,2
LT0014_01,K17,LT0014_01_K17,257,-0.001421,1.044541,0.424421,,LOW,HIGH,MED,2
LT0014_01,L11,LT0014_01_L11,275,0.004406,0.941553,0.649799,,MED,HIGH,HIGH,2
LT0014_01,L15,LT0014_01_L15,279,0.015826,0.959916,1.016882,,MED,HIGH,HIGH,2
LT0014_01,L17,LT0014_01_L17,281,-0.002573,0.630478,0.636285,,LOW,MED,HIGH,2
LT0014_01,L18,LT0014_01_L18,282,0.016106,0.995474,0.875416,,MED,HIGH,HIGH,2
LT0014_01,M2,LT0014_01_M2,290,0.268251,0.185803,-0.898802,,HIGH,MED,LOW,2
LT0014_01,M3,LT0014_01_M3,291,0.003013,1.149879,1.230625,,MED,HIGH,HIGH,2
LT0014_01,O2,LT0014_01_O2,338,0.476793,0.544055,-1.006572,,HIGH,MED,LOW,2
LT0014_01,O13,LT0014_01_O13,349,0.438863,0.144239,-0.849222,,HIGH,MED,LOW,2
LT0014_01,O17,LT0014_01_O17,353,0.054581,1.384811,0.532119,,HIGH,HIGH,MED,2
LT0014_01,P10,LT0014_01_P10,370,0.032198,2.090826,0.715233,yes,MED,HIGH,HIGH,2
LT0014_01,P11,LT0014_01_P11,371,0.017391,1.05362,0.833764,,MED,HIGH,HIGH,2
LT0014_01,P18,LT0014_01_P18,378,0.005749,2.169668,0.617767,yes,MED,HIGH,HIGH,2
LT0014_12,A1,LT0014_12_A1,1,0.02785,1.2717,-0.740806,,MED,HIGH,LOW,2
LT0014_12,A4,LT0014_12_A4,4,0.137824,2.388748,-0.991969,,HIGH,HIGH,LOW,3
LT0014_12,A6,LT0014_12_A6,6,0.019175,1.324303,1.163586,,MED,HIGH,HIGH,2
LT0014_12,A7,LT0014_12_A7,7,0.007351,1.474037,0.666854,,MED,HIGH,HIGH,2
LT0014_12,A8,LT0014_12_A8,8,0.047881,1.026976,0.521824,,HIGH,HIGH,MED,2
LT0014_12,A10,LT0014_12_A10,10,-0.006937,0.841581,1.025941,,LOW,MED,HIGH,2
LT0014_12,A11,LT0014_12_A11,11,0.084384,1.188307,0.995128,,HIGH,HIGH,HIGH,3
LT0014_12,A12,LT0014_12_A12,12,0.026613,2.781777,1.657211,,MED,HIGH,HIGH,2
LT0014_12,A18,LT0014_12_A18,18,0.081138,0.938204,0.524697,,HIGH,HIGH,MED,2
LT0014_12,A19,LT0014_12_A19,19,0.00794,1.030005,1.313913,,MED,HIGH,HIGH,2
LT0014_12,A23,LT0014_12_A23,23,0.039188,1.344864,1.008031,,MED,HIGH,HIGH,2
LT0014_12,B1,LT0014_12_B1,25,-0.01294,0.402245,1.48961,,LOW,MED,HIGH,2
LT0014_12,B3,LT0014_12_B3,27,0.056128,0.180679,0.728031,,HIGH,MED,HIGH,2
LT0014_12,B4,LT0014_12_B4,28,0.009085,-0.209381,0.689998,,MED,LOW,HIGH,2
LT0014_12,B15,LT0014_12_B15,39,0.012664,-0.202144,1.099259,yes,MED,LOW,HIGH,2
LT0014_12,B17,LT0014_12_B17,41,-0.000716,0.96873,0.708031,,MED,HIGH,HIGH,2
LT0014_12,B24,LT0014_12_B24,48,-0.016829,0.439231,0.885809,,LOW,MED,HIGH,2
LT0014_12,C2,LT0014_12_C2,50,0.001334,1.328867,1.437299,,MED,HIGH,HIGH,2
LT0014_12,C4,LT0014_12_C4,52,0.141581,1.150373,-1.169747,,HIGH,HIGH,LOW,3
LT0014_12,C11,LT0014_12_C11,59,0.071691,-0.20317,-0.296731,,HIGH,LOW,MED,2
LT0014_12,C13,LT0014_12_C13,61,-0.01855,0.733378,2.324449,,LOW,MED,HIGH,2
LT0014_12,C14,LT0014_12_C14,62,-0.006128,1.357739,0.617835,,LOW,HIGH,HIGH,3
LT0014_12,C21,LT0014_12_C21,69,-0.008106,1.02623,1.503864,,LOW,HIGH,HIGH,3
LT0014_12,D1,LT0014_12_D1,73,-0.0057,0.662766,0.937299,,LOW,MED,HIGH,2
LT0014_12,D8,LT0014_12_D8,80,0.003699,1.04673,0.813913,,MED,HIGH,HIGH,2
LT0014_12,D9,LT0014_12_D9,81,0.048642,1.08257,0.987341,,HIGH,HIGH,HIGH,3
LT0014_12,D11,LT0014_12_D11,83,0.04437,0.935774,1.250888,,MED,HIGH,HIGH,2
LT0014_12,D13,LT0014_12_D13,85,-0.006181,2.128541,0.719142,,LOW,HIGH,HIGH,3
LT0014_12,D17,LT0014_12_D17,89,0.0513,1.189692,0.24692,,HIGH,HIGH,MED,2
LT0014_12,D20,LT0014_12_D20,92,0.115791,0.983163,0.108031,,HIGH,HIGH,MED,2
LT0014_12,D21,LT0014_12_D21,93,0.156781,0.982054,0.666854,,HIGH,HIGH,HIGH,3
LT0014_12,D22,LT0014_12_D22,94,0.136304,3.97058,0.608031,yes,HIGH,HIGH,MED,2
LT0014_12,D23,LT0014_12_D23,95,0.048646,1.907854,-0.119242,,HIGH,HIGH,MED,2
LT0014_12,E1,LT0014_12_E1,97,-0.009734,0.626196,1.35451,,LOW,MED,HIGH,2
LT0014_12,E2,LT0014_12_E2,98,-0.014502,0.494966,0.664635,,LOW,MED,HIGH,2
LT0014_12,E3,LT0014_12_E3,99,0.00413,1.91777,0.884627,,MED,HIGH,HIGH,2
LT0014_12,E7,LT0014_12_E7,103,0.002848,1.968786,0.847161,,MED,HIGH,HIGH,2
LT0014_12,E10,LT0014_12_E10,106,0.021148,1.113931,2.183031,,MED,HIGH,HIGH,2
LT0014_12,E11,LT0014_12_E11,107,0.013701,3.441182,0.941364,,MED,HIGH,HIGH,2
LT0014_12,E12,LT0014_12_E12,108,-0.004497,2.25386,1.274697,,LOW,HIGH,HIGH,3
LT0014_12,E13,LT0014_12_E13,109,-0.007976,1.819067,0.608031,,LOW,HIGH,MED,2
LT0014_12,E23,LT0014_12_E23,119,0.047448,1.573832,0.408031,,HIGH,HIGH,MED,2
LT0014_12,E24,LT0014_12_E24,120,-0.01692,1.256225,0.94674,,LOW,HIGH,HIGH,3
LT0014_12,F2,LT0014_12_F2,122,0.103251,-0.568586,-0.891969,,HIGH,LOW,LOW,3
LT0014_12,F6,LT0014_12_F6,126,0.071244,-0.258039,0.264281,,HIGH,LOW,MED,2
LT0014_12,F9,LT0014_12_F9,129,-0.017991,1.131241,0.573548,,LOW,HIGH,MED,2
LT0014_12,F12,LT0014_12_F12,132,-0.00133,1.095013,2.306144,,MED,HIGH,HIGH,2
LT0014_12,F13,LT0014_12_F13,133,-0.019803,1.032049,0.487012,,LOW,HIGH,MED,2
LT0014_12,F15,LT0014_12_F15,135,-0.005106,1.768088,1.056307,,LOW,HIGH,HIGH,3
LT0014_12,F21,LT0014_12_F21,141,0.002235,1.129745,1.521074,,MED,HIGH,HIGH,2
LT0014_12,F22,LT0014_12_F22,142,-0.008275,0.67014,0.719142,,LOW,MED,HIGH,2
LT0014_12,G1,LT0014_12_G1,145,0.008714,1.389015,0.668637,,MED,HIGH,HIGH,2
LT0014_12,G5,LT0014_12_G5,149,0.033818,1.319551,1.032273,,MED,HIGH,HIGH,2
LT0014_12,G7,LT0014_12_G7,151,0.300443,-0.088069,-0.525303,yes,HIGH,LOW,MED,2
LT0014_12,G9,LT0014_12_G9,153,-0.019092,0.805114,0.8388,,LOW,MED,HIGH,2
LT0014_12,G10,LT0014_12_G10,154,-0.01841,0.974808,0.92382,,LOW,HIGH,HIGH,3
LT0014_12,G11,LT0014_12_G11,155,-0.002716,1.112859,0.884627,,LOW,HIGH,HIGH,3
LT0014_12,G12,LT0014_12_G12,156,-0.00345,0.872522,1.692777,,LOW,MED,HIGH,2
LT0014_12,G13,LT0014_12_G13,157,0.020051,1.72265,0.61834,,MED,HIGH,HIGH,2
LT0014_12,G17,LT0014_12_G17,161,-0.003897,0.39391,1.119659,,LOW,MED,HIGH,2
LT0014_12,G18,LT0014_12_G18,162,0.064083,0.689138,1.223415,,HIGH,MED,HIGH,2
LT0014_12,G20,LT0014_12_G20,164,0.01655,1.221869,0.693745,,MED,HIGH,HIGH,2
LT0014_12,G21,LT0014_12_G21,165,0.012236,1.266963,0.8388,,MED,HIGH,HIGH,2
LT0014_12,G22,LT0014_12_G22,166,0.05033,1.086093,1.474697,,HIGH,HIGH,HIGH,3
LT0014_12,G23,LT0014_12_G23,167,-0.013727,0.816502,1.712197,,LOW,MED,HIGH,2
LT0014_12,G24,LT0014_12_G24,168,-0.008195,0.772714,0.770193,,LOW,MED,HIGH,2
LT0014_12,H2,LT0014_12_H2,170,-0.004137,1.640943,0.691364,,LOW,HIGH,HIGH,3
LT0014_12,H3,LT0014_12_H3,171,0.059939,1.8732,0.045531,,HIGH,HIGH,MED,2
LT0014_12,H5,LT0014_12_H5,173,0.025758,1.201443,0.905328,,MED,HIGH,HIGH,2
LT0014_12,H8,LT0014_12_H8,176,-0.002506,0.442838,1.412379,,LOW,MED,HIGH,2
LT0014_12,H17,LT0014_12_H17,185,0.027076,-0.293556,-1.121699,yes,MED,LOW,LOW,2
LT0014_12,H18,LT0014_12_H18,186,-0.006371,0.739144,1.436602,,LOW,MED,HIGH,2
LT0014_12,H19,LT0014_12_H19,187,0.010117,1.054247,1.519796,,MED,HIGH,HIGH,2
LT0014_12,H20,LT0014_12_H20,188,0.0708,1.165478,0.274697,,HIGH,HIGH,MED,2
LT0014_12,H23,LT0014_12_H23,191,0.066556,1.024282,-0.234074,yes,HIGH,HIGH,MED,2
LT0014_12,I5,LT0014_12_I5,197,0.502331,0.601404,-1.101647,,HIGH,MED,LOW,2
LT0014_12,I6,LT0014_12_I6,198,0.112204,1.650699,-0.169747,,HIGH,HIGH,MED,2
LT0014_12,I9,LT0014_12_I9,201,0.028054,1.471533,-0.710151,,MED,HIGH,LOW,2
LT0014_12,I11,LT0014_12_I11,203,0.0385,1.321344,1.404641,,MED,HIGH,HIGH,2
LT0014_12,I16,LT0014_12_I16,208,0.151495,1.27963,-0.563398,,HIGH,HIGH,MED,2
LT0014_12,I18,LT0014_12_I18,210,0.245039,1.00001,-0.266969,,HIGH,HIGH,MED,2
LT0014_12,I20,LT0014_12_I20,212,0.003265,2.298403,1.241364,,MED,HIGH,HIGH,2
LT0014_12,I21,LT0014_12_I21,213,-0.009796,1.235877,-0.431969,,LOW,HIGH,MED,2
LT0014_12,I23,LT0014_12_I23,215,-0.015383,4.428882,0.708031,yes,LOW,HIGH,HIGH,3
LT0014_12,J3,LT0014_12_J3,219,0.09169,1.097806,0.408031,,HIGH,HIGH,MED,2
LT0014_12,J11,LT0014_12_J11,227,0.025385,1.234368,1.062576,,MED,HIGH,HIGH,2
LT0014_12,J12,LT0014_12_J12,228,0.02382,1.263569,0.902148,,MED,HIGH,HIGH,2
LT0014_12,J16,LT0014_12_J16,232,0.054614,1.044677,0.743166,,HIGH,HIGH,HIGH,3
LT0014_12,J19,LT0014_12_J19,235,0.139107,0.780585,-1.346515,yes,HIGH,MED,LOW,2
LT0014_12,J22,LT0014_12_J22,238,0.067608,1.795555,0.569569,,HIGH,HIGH,MED,2
LT0014_12,J23,LT0014_12_J23,239,0.002969,1.659109,1.211804,,MED,HIGH,HIGH,2
LT0014_12,J24,LT0014_12_J24,240,-0.013811,1.430965,1.461689,,LOW,HIGH,HIGH,3
LT0014_12,K1,LT0014_12_K1,241,-0.002154,0.757795,0.652975,,LOW,MED,HIGH,2
LT0014_12,K7,LT0014_12_K7,247,0.073855,-0.076195,-0.270018,,HIGH,LOW,MED,2
LT0014_12,K11,LT0014_12_K11,251,0.014982,1.661765,0.774697,,MED,HIGH,HIGH,2
LT0014_12,K12,LT0014_12_K12,252,-0.002129,1.421546,-0.030858,,LOW,HIGH,MED,2
LT0014_12,K13,LT0014_12_K13,253,0.010029,0.945031,0.94894,,MED,HIGH,HIGH,2
LT0014_12,K14,LT0014_12_K14,254,-0.005258,1.089103,0.290958,,LOW,HIGH,MED,2
LT0014_12,K17,LT0014_12_K17,257,0.010109,1.58518,1.134347,,MED,HIGH,HIGH,2
LT0014_12,K19,LT0014_12_K19,259,0.064166,1.11398,-0.049864,,HIGH,HIGH,MED,2
LT0014_12,K23,LT0014_12_K23,263,-0.000836,1.02362,1.188676,,MED,HIGH,HIGH,2
LT0014_12,K24,LT0014_12_K24,264,0.027564,1.532451,1.579459,,MED,HIGH,HIGH,2
LT0014_12,L1,LT0014_12_L1,265,-0.005271,-0.03863,0.756679,,LOW,MED,HIGH,2
LT0014_12,L2,LT0014_12_L2,266,-0.011212,0.278944,0.928419,,LOW,MED,HIGH,2
LT0014_12,L5,LT0014_12_L5,269,0.024639,1.228357,1.073147,,MED,HIGH,HIGH,2
LT0014_12,L6,LT0014_12_L6,270,0.014392,0.995083,0.844873,,MED,HIGH,HIGH,2
LT0014_12,L11,LT0014_12_L11,275,0.156967,1.623117,-1.058636,,HIGH,HIGH,LOW,3
LT0014_12,L12,LT0014_12_L12,276,0.042799,1.152304,1.014281,,MED,HIGH,HIGH,2
LT0014_12,L13,LT0014_12_L13,277,0.053142,2.869202,-0.270348,yes,HIGH,HIGH,MED,2
LT0014_12,L15,LT0014_12_L15,279,0.013374,1.255103,1.025941,,MED,HIGH,HIGH,2
LT0014_12,L22,LT0014_12_L22,286,0.036701,1.702755,0.971667,,MED,HIGH,HIGH,2
LT0014_12,L24,LT0014_12_L24,288,-0.00172,0.899654,0.408031,,LOW,HIGH,MED,2
LT0014_12,M2,LT0014_12_M2,290,0.565792,-0.09234,-1.584277,,HIGH,LOW,LOW,3
LT0014_12,M6,LT0014_12_M6,294,0.046397,0.568358,0.99692,,HIGH,MED,HIGH,2
LT0014_12,M8,LT0014_12_M8,296,0.020208,1.471099,-0.739795,,MED,HIGH,LOW,2
LT0014_12,M12,LT0014_12_M12,300,-0.00938,0.964696,0.666854,,LOW,HIGH,HIGH,3
LT0014_12,M13,LT0014_12_M13,301,0.718769,0.012059,-1.629257,,HIGH,MED,LOW,2
LT0014_12,M15,LT0014_12_M15,303,-0.011521,1.377545,0.813913,,LOW,HIGH,HIGH,3
LT0014_12,M17,LT0014_12_M17,305,0.050349,-0.193884,-0.210151,,HIGH,LOW,MED,2
LT0014_12,M18,LT0014_12_M18,306,0.13648,-0.511203,0.174697,,HIGH,LOW,MED,2
LT0014_12,M19,LT0014_12_M19,307,-0.003291,0.890058,-0.874728,,LOW,MED,LOW,2
LT0014_12,M20,LT0014_12_M20,308,-0.007711,0.083705,1.297686,,LOW,MED,HIGH,2
LT0014_12,M21,LT0014_12_M21,309,-0.006853,0.144002,0.833031,yes,LOW,MED,HIGH,2
LT0014_12,N1,LT0014_12_N1,313,0.046039,3.413637,-1.047525,,HIGH,HIGH,LOW,3
LT0014_12,N4,LT0014_12_N4,316,0.058273,1.599712,0.039849,,HIGH,HIGH,MED,2
LT0014_12,N6,LT0014_12_N6,318,0.222428,0.707526,-1.045815,,HIGH,MED,LOW,2
LT0014_12,N7,LT0014_12_N7,319,0.046583,0.275044,1.328031,,HIGH,MED,HIGH,2
LT0014_12,N17,LT0014_12_N17,329,0.090398,1.871774,0.476452,,HIGH,HIGH,MED,2
LT0014_12,N21,LT0014_12_N21,333,-0.012046,1.065648,0.223415,,LOW,HIGH,MED,2
LT0014_12,N22,LT0014_12_N22,334,0.05963,0.53945,0.728031,,HIGH,MED,HIGH,2
LT0014_12,O2,LT0014_12_O2,338,0.516845,0.232372,-1.516969,,HIGH,MED,LOW,2
LT0014_12,O6,LT0014_12_O6,342,0.060673,-0.128581,-0.391969,,HIGH,LOW,MED,2
LT0014_12,O9,LT0014_12_O9,345,-0.018146,1.696374,0.781944,,LOW,HIGH,HIGH,3
LT0014_12,O11,LT0014_12_O11,347,-0.007311,1.095489,0.936389,,LOW,HIGH,HIGH,3
LT0014_12,O12,LT0014_12_O12,348,0.009906,1.275138,1.65565,,MED,HIGH,HIGH,2
LT0014_12,O13,LT0014_12_O13,349,0.592214,0.122964,-1.606255,,HIGH,MED,LOW,2
LT0014_12,O15,LT0014_12_O15,351,0.134942,0.140014,-1.090599,,HIGH,MED,LOW,2
LT0014_12,O17,LT0014_12_O17,353,0.014214,1.97513,1.030253,,MED,HIGH,HIGH,2
LT0014_12,O18,LT0014_12_O18,354,0.175746,0.22125,-0.963398,,HIGH,MED,LOW,2
LT0014_12,O20,LT0014_12_O20,356,0.116012,0.305847,-1.063844,,HIGH,MED,LOW,2
LT0014_12,O21,LT0014_12_O21,357,0.055253,2.310075,-0.453508,,HIGH,HIGH,MED,2
LT0014_12,O23,LT0014_12_O23,359,0.049077,1.067242,0.68398,,HIGH,HIGH,HIGH,3
LT0014_12,O24,LT0014_12_O24,360,-0.008363,0.403402,1.336426,,LOW,MED,HIGH,2
LT0014_12,P2,LT0014_12_P2,362,0.035854,3.685473,0.874697,,MED,HIGH,HIGH,2
LT0014_12,P5,LT0014_12_P5,365,-0.002695,0.966121,1.179459,,LOW,HIGH,HIGH,3
LT0014_12,P6,LT0014_12_P6,366,0.013593,1.525542,0.652475,,MED,HIGH,HIGH,2
LT0014_12,P7,LT0014_12_P7,367,-0.006119,1.202559,1.305,,LOW,HIGH,HIGH,3
LT0014_12,P10,LT0014_12_P10,370,0.030033,3.139597,0.753864,yes,MED,HIGH,HIGH,2
LT0014_12,P11,LT0014_12_P11,371,-0.011158,1.835394,1.250888,,LOW,HIGH,HIGH,3
LT0014_12,P12,LT0014_12_P12,372,-0.006867,1.399335,1.263586,,LOW,HIGH,HIGH,3
LT0014_12,P15,LT0014_12_P15,375,-0.017872,3.363591,1.287276,,LOW,HIGH,HIGH,3
LT0014_12,P16,LT0014_12_P16,376,0.002984,1.247299,1.138334,,MED,HIGH,HIGH,2
LT0014_12,P17,LT0014_12_P17,377,-0.005785,1.13422,1.058031,,LOW,HIGH,HIGH,3
LT0014_12,P21,LT0014_12_P21,381,-0.018568,1.837001,1.12977,,LOW,HIGH,HIGH,3
LT0014_12,P22,LT0014_12_P22,382,-0.004592,1.249978,0.220276,,LOW,HIGH,MED,2
LT0014_12,P23,LT0014_12_P23,383,-0.010605,1.707114,0.642122,,LOW,HIGH,HIGH,3
LT0014_12,P24,LT0014_12_P24,384,-0.006464,0.88621,0.740384,,LOW,MED,HIGH,2
LT0014_23,A7,LT0014_23_A7,7,-0.001933,0.943558,0.048944,,LOW,HIGH,MED,2
LT0014_23,A13,LT0014_23_A13,13,0.022733,-0.159232,-0.716836,,MED,LOW,LOW,2
LT0014_23,A24,LT0014_23_A24,24,0.27177,0.859095,-1.149379,,HIGH,MED,LOW,2
LT0014_23,B6,LT0014_23_B6,30,0.050625,0.65204,-0.688825,,HIGH,MED,LOW,2
LT0014_23,B7,LT0014_23_B7,31,0.01138,-0.132394,-0.69402,,MED,LOW,LOW,2
LT0014_23,B9,LT0014_23_B9,33,0.029646,-0.082895,-0.709562,yes,MED,LOW,LOW,2
LT0014_23,B15,LT0014_23_B15,39,0.048159,-0.445058,-0.272158,yes,HIGH,LOW,MED,2
LT0014_23,B21,LT0014_23_B21,45,0.036561,-0.23022,-0.939696,,MED,LOW,LOW,2
LT0014_23,B22,LT0014_23_B22,46,0.090418,1.971429,-0.893307,,HIGH,HIGH,LOW,3
LT0014_23,C3,LT0014_23_C3,51,0.02365,-0.407725,-0.94334,yes,MED,LOW,LOW,2
LT0014_23,C4,LT0014_23_C4,52,0.073146,1.589001,-1.345968,,HIGH,HIGH,LOW,3
LT0014_23,C8,LT0014_23_C8,56,0.062626,0.439774,-0.920968,,HIGH,MED,LOW,2
LT0014_23,C9,LT0014_23_C9,57,0.05899,0.207302,-0.982058,,HIGH,MED,LOW,2
LT0014_23,C11,LT0014_23_C11,59,0.054185,0.010496,-0.701187,,HIGH,MED,LOW,2
LT0014_23,C18,LT0014_23_C18,66,0.20445,1.194522,-0.784063,,HIGH,HIGH,LOW,3
LT0014_23,C19,LT0014_23_C19,67,0.031659,-0.11294,-0.903111,yes,MED,LOW,LOW,2
