plate,well_number,well,cell_death_label,migration_speed_label,proliferation_label,extreme_count,video_path,video_filename,ch5_path
LT0023_11,360,O24,HIGH,HIGH,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00360_01-cd-HIGH_ms-HIGH_pr-MED.mp4,LT0023_11-00360_01-cd-HIGH_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00360_01.ch5
LT0023_11,362,P2,MED,HIGH,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00362_01-cd-MED_ms-HIGH_pr-LOW.mp4,LT0023_11-00362_01-cd-MED_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00362_01.ch5
LT0023_11,363,P3,HIGH,MED,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00363_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0023_11-00363_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00363_01.ch5
LT0023_11,368,P8,HIGH,MED,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00368_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0023_11-00368_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00368_01.ch5
LT0023_11,372,P12,HIGH,MED,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00372_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0023_11-00372_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00372_01.ch5
LT0023_11,375,P15,MED,HIGH,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00375_01-cd-MED_ms-HIGH_pr-HIGH.mp4,LT0023_11-00375_01-cd-MED_ms-HIGH_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00375_01.ch5
LT0023_11,384,P24,MED,LOW,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0023_11-00384_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0023_11-00384_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0023_11--ex2005_06_03--sp2005_04_19--tt17--c3/hdf5/00384_01.ch5
LT0024_41,1,A1,MED,HIGH,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00001_01-cd-MED_ms-HIGH_pr-LOW.mp4,LT0024_41-00001_01-cd-MED_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00001_01.ch5
LT0024_41,5,A5,LOW,HIGH,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00005_01-cd-LOW_ms-HIGH_pr-MED.mp4,LT0024_41-00005_01-cd-LOW_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00005_01.ch5
LT0024_41,16,A16,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00016_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00016_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00016_01.ch5
LT0024_41,19,A19,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00019_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00019_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00019_01.ch5
LT0024_41,20,A20,LOW,LOW,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00020_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0024_41-00020_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00020_01.ch5
LT0024_41,25,B1,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00025_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00025_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00025_01.ch5
LT0024_41,29,B5,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00029_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00029_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00029_01.ch5
LT0024_41,31,B7,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00031_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00031_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00031_01.ch5
LT0024_41,33,B9,LOW,HIGH,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00033_01-cd-LOW_ms-HIGH_pr-MED.mp4,LT0024_41-00033_01-cd-LOW_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00033_01.ch5
LT0024_41,36,B12,HIGH,MED,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00036_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0024_41-00036_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00036_01.ch5
LT0024_41,38,B14,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00038_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00038_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00038_01.ch5
LT0024_41,39,B15,LOW,LOW,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00039_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0024_41-00039_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00039_01.ch5
LT0024_41,40,B16,LOW,LOW,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00040_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0024_41-00040_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00040_01.ch5
LT0024_41,41,B17,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00041_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00041_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00041_01.ch5
LT0024_41,42,B18,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00042_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00042_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00042_01.ch5
LT0024_41,46,B22,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00046_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00046_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00046_01.ch5
LT0024_41,52,C4,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00052_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00052_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00052_01.ch5
LT0024_41,53,C5,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00053_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00053_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00053_01.ch5
LT0024_41,54,C6,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00054_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00054_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00054_01.ch5
LT0024_41,57,C9,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00057_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00057_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00057_01.ch5
LT0024_41,58,C10,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00058_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00058_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00058_01.ch5
LT0024_41,61,C13,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00061_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00061_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00061_01.ch5
LT0024_41,63,C15,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00063_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00063_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00063_01.ch5
LT0024_41,64,C16,LOW,LOW,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00064_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0024_41-00064_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00064_01.ch5
LT0024_41,65,C17,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00065_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00065_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00065_01.ch5
LT0024_41,73,D1,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00073_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00073_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00073_01.ch5
LT0024_41,75,D3,LOW,HIGH,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00075_01-cd-LOW_ms-HIGH_pr-MED.mp4,LT0024_41-00075_01-cd-LOW_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00075_01.ch5
LT0024_41,76,D4,LOW,LOW,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00076_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0024_41-00076_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00076_01.ch5
LT0024_41,77,D5,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00077_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00077_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00077_01.ch5
LT0024_41,84,D12,LOW,LOW,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00084_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0024_41-00084_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00084_01.ch5
LT0024_41,88,D16,HIGH,MED,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00088_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0024_41-00088_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00088_01.ch5
LT0024_41,93,D21,HIGH,HIGH,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00093_01-cd-HIGH_ms-HIGH_pr-MED.mp4,LT0024_41-00093_01-cd-HIGH_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00093_01.ch5
LT0024_41,103,E7,MED,HIGH,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00103_01-cd-MED_ms-HIGH_pr-LOW.mp4,LT0024_41-00103_01-cd-MED_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00103_01.ch5
LT0024_41,109,E13,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00109_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00109_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00109_01.ch5
LT0024_41,111,E15,HIGH,MED,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00111_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0024_41-00111_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00111_01.ch5
LT0024_41,119,E23,HIGH,LOW,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00119_01-cd-HIGH_ms-LOW_pr-MED.mp4,LT0024_41-00119_01-cd-HIGH_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00119_01.ch5
LT0024_41,123,F3,HIGH,LOW,LOW,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00123_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0024_41-00123_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00123_01.ch5
LT0024_41,128,F8,LOW,LOW,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00128_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0024_41-00128_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00128_01.ch5
LT0024_41,130,F10,HIGH,LOW,LOW,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00130_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0024_41-00130_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00130_01.ch5
LT0024_41,134,F14,HIGH,MED,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00134_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0024_41-00134_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00134_01.ch5
LT0024_41,140,F20,HIGH,MED,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00140_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0024_41-00140_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00140_01.ch5
LT0024_41,143,F23,HIGH,LOW,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00143_01-cd-HIGH_ms-LOW_pr-MED.mp4,LT0024_41-00143_01-cd-HIGH_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00143_01.ch5
LT0024_41,144,F24,HIGH,LOW,LOW,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00144_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0024_41-00144_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00144_01.ch5
LT0024_41,147,G3,LOW,LOW,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00147_01-cd-LOW_ms-LOW_pr-MED.mp4,LT0024_41-00147_01-cd-LOW_ms-LOW_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00147_01.ch5
LT0024_41,150,G6,LOW,LOW,LOW,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00150_01-cd-LOW_ms-LOW_pr-LOW.mp4,LT0024_41-00150_01-cd-LOW_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00150_01.ch5
LT0024_41,151,G7,LOW,HIGH,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00151_01-cd-LOW_ms-HIGH_pr-MED.mp4,LT0024_41-00151_01-cd-LOW_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00151_01.ch5
LT0024_41,154,G10,LOW,HIGH,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00154_01-cd-LOW_ms-HIGH_pr-MED.mp4,LT0024_41-00154_01-cd-LOW_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00154_01.ch5
LT0024_41,157,G13,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00157_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00157_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00157_01.ch5
LT0024_41,158,G14,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00158_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00158_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00158_01.ch5
LT0024_41,160,G16,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00160_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00160_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00160_01.ch5
LT0024_41,166,G22,MED,LOW,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00166_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0024_41-00166_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00166_01.ch5
LT0024_41,178,H10,HIGH,MED,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00178_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0024_41-00178_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00178_01.ch5
LT0024_41,180,H12,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00180_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00180_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00180_01.ch5
LT0024_41,186,H18,LOW,HIGH,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00186_01-cd-LOW_ms-HIGH_pr-MED.mp4,LT0024_41-00186_01-cd-LOW_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00186_01.ch5
LT0024_41,189,H21,HIGH,MED,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00189_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0024_41-00189_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00189_01.ch5
LT0024_41,193,I1,LOW,MED,HIGH,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00193_01-cd-LOW_ms-MED_pr-HIGH.mp4,LT0024_41-00193_01-cd-LOW_ms-MED_pr-HIGH.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00193_01.ch5
LT0024_41,194,I2,LOW,HIGH,MED,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00194_01-cd-LOW_ms-HIGH_pr-MED.mp4,LT0024_41-00194_01-cd-LOW_ms-HIGH_pr-MED.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00194_01.ch5
LT0024_41,197,I5,MED,LOW,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00197_01-cd-MED_ms-LOW_pr-LOW.mp4,LT0024_41-00197_01-cd-MED_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00197_01.ch5
LT0024_41,201,I9,HIGH,MED,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00201_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0024_41-00201_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00201_01.ch5
LT0024_41,204,I12,HIGH,MED,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00204_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0024_41-00204_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00204_01.ch5
LT0024_41,206,I14,HIGH,HIGH,LOW,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00206_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,LT0024_41-00206_01-cd-HIGH_ms-HIGH_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00206_01.ch5
LT0024_41,210,I18,HIGH,MED,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00210_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0024_41-00210_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00210_01.ch5
LT0024_41,212,I20,HIGH,LOW,LOW,3,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00212_01-cd-HIGH_ms-LOW_pr-LOW.mp4,LT0024_41-00212_01-cd-HIGH_ms-LOW_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00212_01.ch5
LT0024_41,213,I21,HIGH,MED,LOW,2,/proj/aicell/users/x_aleho/video-diffusion/data/processed/t2v/LT0024_41-00213_01-cd-HIGH_ms-MED_pr-LOW.mp4,LT0024_41-00213_01-cd-HIGH_ms-MED_pr-LOW.mp4,../../data/raw/idr0013/t2v/LT0024_41--ex2005_07_22--sp2005_04_25--tt173--c5/hdf5/00213_01.ch5
